City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Semnan,IR,2020-10-22 01:59:57,35.57,53.4,54.14,58,0,5.66
303,Yantikovo,RU,2020-10-22 02:05:02,55.82,47.91,32.0,95,40,8.95
304,Voloshka,RU,2020-10-22 02:05:02,61.33,40.09,28.51,98,100,1.77
305,Sidi Ali,DZ,2020-10-22 02:00:14,36.1,0.42,67.06,71,100,6.17
306,Aswan,EG,2020-10-22 01:59:59,24.09,32.91,75.52,25,0,7.78
307,Tazovskiy,RU,2020-10-22 01:58:37,67.47,78.7,15.04,97,86,11.07
308,Namibe,AO,2020-10-22 01:59:07,-15.2,12.15,69.78,82,48,2.93
309,Kothapet,IN,2020-10-22 02:05:03,19.33,79.48,75.07,84,99,4.41
310,Ramygala,LT,2020-10-22 02:05:03,55.52,24.3,50.0,81,100,10.29
311,Impfondo,CG,2020-10-22 02:05:03,1.64,18.07,67.95,96,100,1.86
312,Itarema,BR,2020-10-22 01:59:07,-2.92,-39.92,79.77,81,3,15.73
313,Sahiwal,PK,2020-10-22 02:05:04,30.67,73.1,67.06,26,0,3.13
314,Miedzychod,PL,2020-10-22 02:05:04,52.6,15.9,52.0,81,22,6.93
315,Sorland,NO,2020-10-22 01:59:33,67.67,12.69,37.72,76,89,11.9
316,Dwarka,IN,2020-10-22 01:58:24,22.24,68.97,81.72,60,90,8.1
317,Dutlwe,BW,2020-10-22 02:05:05,-23.98,23.9,69.42,55,2,20.83
318,Inhambane,MZ,2020-10-22 01:58:36,-23.86,35.38,71.17,87,23,8.66
319,Mabaruma,GY,2020-10-22 02:05:05,8.2,-59.78,76.3,94,97,3.27
320,Aripuana,BR,2020-10-22 02:00:07,-9.17,-60.63,77.79,78,100,2.17
321,Daugavpils,LV,2020-10-22 02:04:13,55.88,26.53,47.61,95,100,10.31
322,Tripoli,LY,2020-10-22 02:05:06,32.88,13.19,68.81,68,0,15.19
323,Salalah,OM,2020-10-22 01:58:44,17.02,54.09,77.0,78,40,3.36
324,Ayorou,NE,2020-10-22 02:05:06,14.73,0.92,88.2,21,0,5.79
325,Paso De Carrasco,UY,2020-10-22 02:00:23,-34.86,-56.05,57.2,71,90,16.11
326,Chardara,KZ,2020-10-22 02:05:06,41.25,67.97,51.33,47,100,6.29
327,Rovaniemi,FI,2020-10-22 02:05:07,66.5,25.72,28.4,92,90,14.99
328,Zaranj,AF,2020-10-22 02:05:07,30.97,61.88,58.12,34,0,19.8
329,Mecca,SA,2020-10-22 01:59:19,21.43,39.83,72.28,25,0,1.66
330,Boddam,GB,2020-10-22 02:05:07,57.47,-1.78,51.8,93,99,8.05
331,Chicama,PE,2020-10-22 01:58:48,-7.84,-79.15,64.58,79,42,6.06
332,Bonthe,SL,2020-10-22 01:59:58,7.53,-12.51,77.56,86,100,3.44
333,Camacha,PT,2020-10-22 01:58:38,33.08,-16.33,64.4,68,40,13.87
334,Port Antonio,JM,2020-10-22 02:05:08,18.18,-76.46,77.0,94,75,9.17
335,Harper,LR,2020-10-22 02:05:08,4.38,-7.72,77.58,87,95,5.59
336,Mitsamiouli,KM,2020-10-22 01:59:49,-11.38,43.28,80.31,72,66,9.51
337,Karacakoy,TR,2020-10-22 02:05:09,41.4,28.38,66.99,77,75,11.41
338,Mitikas,GR,2020-10-22 02:05:09,38.67,20.95,60.8,72,20,4.7
339,Kapustin Yar,RU,2020-10-22 02:03:08,48.58,45.74,39.27,79,97,3.8
340,Birjand,IR,2020-10-22 02:05:09,32.87,59.22,37.4,15,0,9.17
341,Matagami,CA,2020-10-22 02:05:09,49.75,-77.63,33.8,100,90,8.05
342,Cariamanga,EC,2020-10-22 02:05:10,-4.33,-79.55,56.46,94,94,1.83
343,Vangaindrano,MG,2020-10-22 01:59:27,-23.35,47.6,68.22,87,30,3.24
344,Karla,EE,2020-10-22 02:05:10,59.37,24.93,48.2,100,90,8.05
345,Belmonte,BR,2020-10-22 01:59:31,-15.86,-38.88,77.0,78,75,10.29
346,Svarstad,NO,2020-10-22 02:05:11,59.4,9.97,46.0,100,100,6.93
347,Stornoway,GB,2020-10-22 01:59:41,58.21,-6.39,46.4,87,100,21.92
348,Pinos Puente,ES,2020-10-22 02:05:11,37.25,-3.75,64.0,67,100,1.12
349,Itaueira,BR,2020-10-22 02:05:11,-7.6,-43.03,78.21,34,98,4.85
350,Marienburg,PL,2020-10-22 02:05:11,54.04,19.03,51.8,76,7,12.75
351,Calvinia,ZA,2020-10-22 01:58:46,-31.47,19.78,59.18,27,0,8.72
352,Puerto Ayora,EC,2020-10-22 01:57:55,-0.74,-90.35,69.01,91,98,5.01
353,Tiznit,MA,2020-10-22 01:59:11,29.58,-9.5,64.92,70,100,4.12
354,Novoagansk,RU,2020-10-22 02:05:12,61.94,76.66,27.73,97,100,5.12
355,Nortelandia,BR,2020-10-22 02:05:13,-14.45,-56.8,78.87,59,7,1.79
356,Ouadda,CF,2020-10-22 02:05:13,8.08,22.4,67.62,84,88,2.13
357,Luchenza,MW,2020-10-22 02:05:13,-16.01,35.31,66.49,85,65,5.61
358,Komarichi,RU,2020-10-22 02:05:13,52.42,34.79,39.9,91,97,2.62
359,Imbituba,BR,2020-10-22 02:05:14,-28.24,-48.67,71.6,88,75,12.75
360,Monduli,TZ,2020-10-22 02:05:14,-3.3,36.45,60.8,87,20,5.82
361,Kathmandu,NP,2020-10-22 02:03:27,27.72,85.32,60.8,100,20,2.06
362,Parintins,BR,2020-10-22 02:01:55,-2.63,-56.74,77.56,82,89,3.53
363,Ampanihy,MG,2020-10-22 01:59:26,-24.7,44.75,64.51,84,0,6.71
364,Tupiza,BO,2020-10-22 02:05:15,-21.45,-65.72,53.87,64,99,15.55
365,Kigorobya,UG,2020-10-22 02:05:15,1.62,31.31,65.21,89,99,3.22
366,Matara,LK,2020-10-22 01:58:54,5.95,80.54,80.73,81,3,11.81
367,Cascais,PT,2020-10-22 02:05:15,38.7,-9.42,57.99,93,20,7.31
368,Corrente,BR,2020-10-22 02:05:15,-3.74,-43.34,75.54,83,1,3.8
369,San Joaquin,US,2020-10-22 02:05:16,37.93,-121.3,86.0,22,20,8.05
370,Usolye,RU,2020-10-22 02:05:16,59.43,56.68,28.99,97,100,9.86
371,Labytnangi,RU,2020-10-22 02:05:16,66.66,66.42,18.36,93,99,6.04
372,Karpogory,RU,2020-10-22 02:05:16,64.0,44.45,23.61,98,43,2.93
373,Peniche,PT,2020-10-22 02:05:17,39.36,-9.38,57.99,90,17,1.99
374,Oistins,BB,2020-10-22 02:02:32,13.07,-59.53,82.4,78,40,12.75
375,Ringkobing,DK,2020-10-22 02:05:17,56.09,8.24,55.0,74,91,5.99
376,Rocha,UY,2020-10-22 01:58:30,-34.48,-54.33,55.11,77,98,10.18
377,Sovetskoye,RU,2020-10-22 02:05:17,52.29,85.41,44.67,57,29,5.5
378,Kautokeino,NO,2020-10-22 02:05:17,69.01,23.04,22.08,97,100,7.78
379,Aksarka,RU,2020-10-22 02:03:34,66.56,67.8,18.05,97,99,13.73
380,Sagar,IN,2020-10-22 02:02:10,23.83,78.72,73.33,37,5,3.67
381,Bosaso,SO,2020-10-22 02:00:50,11.28,49.18,79.29,63,44,4.12
382,Yovon,TJ,2020-10-22 02:05:18,38.31,69.04,50.0,66,40,4.47
383,Delta Del Tigre,UY,2020-10-22 02:05:18,-34.76,-56.39,57.2,71,90,16.11
384,Bekovo,RU,2020-10-22 02:05:19,52.47,43.71,34.5,91,99,3.8
385,Benguela,AO,2020-10-22 02:05:19,-12.58,13.41,74.53,73,100,2.19
386,Slatina,RO,2020-10-22 02:05:19,44.43,24.37,39.2,93,8,3.36
387,Taraza,CO,2020-10-22 02:05:19,7.58,-75.4,76.14,88,100,2.19
388,Kaltasy,RU,2020-10-22 02:05:20,55.97,54.8,28.13,95,99,13.53
389,Adand,HU,2020-10-22 02:05:20,46.86,18.16,51.01,76,55,1.99
390,Blatnica,BA,2020-10-22 02:05:20,44.49,17.82,41.0,93,100,4.7
391,Yuksekova,TR,2020-10-22 02:05:20,37.57,44.29,48.2,70,0,4.7
392,Guarda,PT,2020-10-22 02:02:55,40.54,-7.27,46.99,96,68,6.85
393,Itupiranga,BR,2020-10-22 02:05:21,-5.13,-49.33,80.04,70,10,2.75
394,Patacamaya,BO,2020-10-22 02:05:21,-17.23,-67.92,45.82,74,60,4.03
395,Vila Velha,BR,2020-10-22 01:57:50,-20.33,-40.29,75.2,94,90,2.24
396,Goderich,CA,2020-10-22 01:57:17,43.75,-81.72,54.0,80,26,10.49
397,Ancud,CL,2020-10-22 01:58:33,-41.87,-73.82,46.0,87,14,4.7
398,Farafangana,MG,2020-10-22 02:05:22,-22.82,47.83,70.03,84,47,4.61
399,Asfi,MA,2020-10-22 02:05:22,32.3,-9.24,67.44,80,100,13.51
400,Hennef,DE,2020-10-22 02:05:22,50.78,7.28,59.0,87,40,8.05
401,Placido De Castro,BR,2020-10-22 02:05:22,-10.34,-67.19,73.22,97,100,1.59
402,Japura,ID,2020-10-22 01:58:53,-0.32,102.35,76.17,93,100,2.46
403,Awjilah,LY,2020-10-22 02:05:23,29.11,21.29,61.32,59,0,9.42
404,Karatau,KZ,2020-10-22 02:05:23,43.17,70.47,47.23,63,100,11.41
405,Sao Gabriel Da Cachoeira,BR,2020-10-22 02:05:23,-0.13,-67.09,74.53,95,12,2.19
406,Port-Gentil,GA,2020-10-22 01:59:38,-0.72,8.78,78.13,86,91,11.34
407,Miltenberg,DE,2020-10-22 02:05:24,49.7,9.26,59.0,52,77,1.99
408,Golyshmanovo,RU,2020-10-22 02:05:24,56.4,68.37,28.89,96,0,7.92
409,Aguimes,ES,2020-10-22 02:05:24,27.91,-15.45,66.99,88,75,6.93
410,Meiganga,CM,2020-10-22 02:05:24,6.52,14.3,63.86,83,93,1.05
411,Raudeberg,NO,2020-10-22 02:03:05,61.99,5.14,44.01,83,76,20.87
412,Ankazobe,MG,2020-10-22 02:05:25,-18.32,47.12,55.4,82,20,8.05
413,Loandjili,CG,2020-10-22 02:05:25,-4.76,11.86,77.41,86,100,7.36
414,Jacqueville,CI,2020-10-22 02:05:25,5.21,-4.41,80.6,88,20,8.05
415,Chimore,BO,2020-10-22 01:59:39,-16.98,-65.13,71.94,94,70,3.31
416,Westport,US,2020-10-22 01:55:03,41.14,-73.36,64.99,98,21,4.76
417,Lakhnadon,IN,2020-10-22 02:05:26,22.6,79.6,70.0,56,7,5.17
418,Beremend,HU,2020-10-22 02:05:26,45.79,18.43,46.0,87,100,6.93
419,Alenquer,BR,2020-10-22 02:05:26,-1.94,-54.74,82.4,78,20,5.82
420,Aksu,CN,2020-10-22 02:05:11,41.12,80.26,48.4,44,0,0.47
421,Nouakchott,MR,2020-10-22 02:05:27,18.09,-15.98,78.8,74,0,10.29
422,Lakhisarai,IN,2020-10-22 02:01:09,25.18,86.09,78.48,73,0,4.43
423,Puri,IN,2020-10-22 02:01:31,19.8,85.85,77.0,100,75,8.05
424,Alta Floresta,BR,2020-10-22 02:05:27,-9.88,-56.09,74.1,83,100,2.71
425,Ambilobe,MG,2020-10-22 01:58:38,-13.2,49.05,69.87,78,8,3.36
426,Adre,TD,2020-10-22 02:05:28,13.47,22.2,73.09,20,83,8.32
427,Riemst,BE,2020-10-22 02:05:28,50.81,5.6,57.99,82,21,10.29
428,Saint-Louis,SN,2020-10-22 02:05:28,16.33,-15.0,87.57,17,0,7.81
429,Dakar,SN,2020-10-22 01:55:23,14.69,-17.44,78.8,94,88,9.17
430,Road Town,VG,2020-10-22 02:05:29,18.42,-64.62,82.0,85,0,1.99
431,Lovozero,RU,2020-10-22 02:05:29,68.0,35.01,23.76,96,1,2.91
432,Visnes,NO,2020-10-22 02:04:56,59.36,5.22,50.0,100,72,3.36
433,Pisco,PE,2020-10-22 01:59:03,-13.7,-76.22,62.6,82,0,17.22
434,Eirunepe,BR,2020-10-22 02:00:53,-6.66,-69.87,75.6,83,67,2.71
435,Sambava,MG,2020-10-22 01:58:31,-14.27,50.17,73.58,80,86,13.27
436,Matay,EG,2020-10-22 02:05:30,28.42,30.78,69.96,72,0,7.05
437,Bara,NG,2020-10-22 02:05:30,10.37,10.73,73.26,80,28,2.77
438,Terrace Bay,CA,2020-10-22 02:05:30,48.78,-87.1,37.44,91,100,10.0
439,Chimbote,PE,2020-10-22 02:02:32,-9.09,-78.58,62.35,87,38,7.31
440,Warrington,GB,2020-10-22 02:02:09,53.39,-2.58,51.8,76,40,13.87
441,Middle Island,US,2020-10-22 02:02:13,40.88,-72.94,64.99,93,90,4.7
442,San-Pedro,CI,2020-10-22 02:05:31,4.75,-6.64,76.3,91,34,5.1
443,Sobreira,PT,2020-10-22 02:05:32,41.52,-7.8,55.0,87,6,2.64
444,Dharchula,IN,2020-10-22 02:03:39,29.85,80.53,61.48,32,0,3.83
445,Natalio,PY,2020-10-22 02:05:32,-26.72,-55.08,72.07,81,58,2.44
446,Floro,NO,2020-10-22 02:05:32,61.6,5.03,46.4,93,84,4.7
447,Eseka,CM,2020-10-22 02:05:04,3.65,10.77,72.25,95,94,1.01
448,Marawi,PH,2020-10-22 02:04:34,8.0,124.29,84.99,70,100,3.0
449,Muzhi,RU,2020-10-22 02:05:33,65.37,64.67,18.84,97,100,6.64
450,Bani Walid,LY,2020-10-22 02:05:33,31.76,13.99,59.63,84,0,6.87
451,Casablanca,MA,2020-10-22 02:00:34,33.59,-7.62,64.4,93,40,8.05
452,Sao Miguel Do Araguaia,BR,2020-10-22 02:05:33,-13.28,-50.16,73.96,81,100,8.97
453,Zhanaozen,KZ,2020-10-22 02:05:34,43.3,52.8,44.15,60,100,5.35
454,Umba,RU,2020-10-22 02:05:34,66.69,34.34,31.91,96,100,7.87
455,Marsh Harbour,BS,2020-10-22 01:59:54,26.54,-77.06,80.38,75,100,18.79
456,Porto Walter,BR,2020-10-22 02:05:34,-8.27,-72.74,72.12,97,100,1.72
457,Turayf,SA,2020-10-22 02:05:35,31.67,38.66,59.0,41,0,6.93
458,Kasongo-Lunda,CD,2020-10-22 02:05:35,-6.47,16.82,70.14,93,100,0.87
459,Mettur,IN,2020-10-22 02:05:35,11.8,77.8,78.8,83,75,2.24
460,Arkhangelsk,RU,2020-10-22 02:05:35,64.54,40.54,26.6,92,90,2.44
461,Knysna,ZA,2020-10-22 02:05:35,-34.04,23.05,50.0,100,0,5.82
462,Cibitoke,BI,2020-10-22 02:05:36,-2.88,29.25,64.63,90,99,1.45
463,Sept-Iles,CA,2020-10-22 01:59:02,50.2,-66.38,37.0,100,90,14.99
464,Bonwapitse,BW,2020-10-22 02:05:36,-23.08,26.7,63.81,69,0,16.31
465,Babati,TZ,2020-10-22 02:05:36,-4.22,35.75,59.92,87,100,2.1
466,Garowe,SO,2020-10-22 01:59:25,8.41,48.48,78.73,70,1,4.9
467,Nizwa,OM,2020-10-22 01:58:12,22.93,57.53,64.53,22,0,4.23
468,Vallenar,CL,2020-10-22 01:59:00,-28.57,-70.76,58.57,56,0,1.74
469,Sao Borja,BR,2020-10-22 02:02:31,-28.66,-56.0,72.3,72,0,13.22
470,Vredendal,ZA,2020-10-22 01:59:18,-31.67,18.5,60.75,33,0,1.97
471,Guntakal,IN,2020-10-22 02:05:37,15.17,77.38,73.58,89,100,3.78
472,Salinas,US,2020-10-22 02:02:31,36.68,-121.66,64.4,68,1,12.75
473,Maiduguri,NG,2020-10-22 02:05:38,11.85,13.16,77.45,22,13,6.02
474,Temba,ZA,2020-10-22 02:05:38,-25.38,28.26,62.6,72,0,8.05
475,Tambura,SS,2020-10-22 02:05:38,5.6,27.47,68.52,95,76,2.39
476,Bakel,SN,2020-10-22 02:05:38,14.9,-12.46,84.16,19,68,5.17
477,Olafsvik,IS,2020-10-22 02:02:58,64.89,-23.71,39.81,83,100,26.33
478,Limoeiro Do Ajuru,BR,2020-10-22 02:05:39,-1.9,-49.38,79.72,79,69,9.69
479,Olinda,BR,2020-10-22 01:59:40,-8.01,-34.86,80.6,78,75,12.75
480,Jijiga,ET,2020-10-22 01:58:33,9.35,42.8,60.19,35,0,2.48
481,Humaita,BR,2020-10-22 02:05:40,-7.51,-63.02,75.45,91,100,2.95
482,Manadhoo,MV,2020-10-22 02:05:40,5.77,73.38,81.63,78,85,10.89
483,Tessalit,ML,2020-10-22 01:59:40,20.2,1.01,80.78,17,0,7.47
484,Kalmunai,LK,2020-10-22 02:00:01,7.42,81.82,82.17,68,0,3.62
485,Ati,TD,2020-10-22 02:05:41,13.22,18.34,81.77,15,0,5.3
486,Alexandria,EG,2020-10-22 02:05:41,31.22,29.96,72.52,75,0,2.28
487,Rousinov,CZ,2020-10-22 02:05:41,49.2,16.88,46.0,100,0,3.36
488,Kilindoni,TZ,2020-10-22 02:05:41,-7.91,39.67,78.33,80,79,5.79
489,Pangody,RU,2020-10-22 01:58:26,65.85,74.49,16.83,97,93,8.46
490,Nador,MA,2020-10-22 02:05:42,35.17,-2.93,68.0,88,97,5.82
491,Porto Santo,PT,2020-10-22 02:01:23,33.07,-16.34,64.4,68,40,13.87
492,Walvis Bay,NA,2020-10-22 02:05:42,-22.96,14.51,60.8,77,7,11.41
493,Mongo,TD,2020-10-22 02:05:43,12.18,18.69,76.68,43,96,1.72
494,Madaoua,NE,2020-10-22 02:05:43,14.07,5.96,82.69,15,0,5.06
495,Vestmannaeyjar,IS,2020-10-22 02:05:43,63.44,-20.27,41.77,89,100,28.03
496,Camabatela,AO,2020-10-22 01:59:41,-8.19,15.38,63.79,98,100,3.0
497,Sosnogorsk,RU,2020-10-22 02:05:43,63.6,53.88,23.14,94,100,9.82
498,Constantine,DZ,2020-10-22 01:59:17,36.37,6.61,51.8,50,3,3.36
499,Tshikapa,CD,2020-10-22 02:05:44,-6.42,20.8,69.6,93,69,1.07
500,Fomboni,KM,2020-10-22 02:05:44,-12.28,43.74,80.69,75,43,14.2
501,Sayyan,YE,2020-10-22 02:03:28,15.17,44.32,51.55,44,6,3.96
502,Masallatah,LY,2020-10-22 02:05:44,32.62,14.0,63.41,78,0,10.63
503,Sao Raimundo Nonato,BR,2020-10-22 01:58:39,-9.02,-42.7,79.02,29,1,2.04
504,Maceio,BR,2020-10-22 02:05:45,-9.67,-35.74,75.2,88,40,3.36
505,Salta,AR,2020-10-22 02:05:45,-24.79,-65.41,69.8,64,75,9.17
506,Shelburne,CA,2020-10-22 02:05:45,44.08,-80.2,44.01,93,1,8.39
507,Baijiantan,CN,2020-10-22 02:05:45,45.63,85.18,50.41,41,0,2.42
508,Niono,ML,2020-10-22 02:05:46,14.25,-5.99,80.31,22,0,3.06
509,Kidal,ML,2020-10-22 02:05:46,18.44,1.41,85.55,13,0,8.7
510,Cajnice,BA,2020-10-22 02:05:46,43.56,19.07,46.4,70,81,2.24
511,Guiberoua,CI,2020-10-22 02:05:46,6.24,-6.17,71.58,99,55,2.59
512,Surt,LY,2020-10-22 02:05:47,31.21,16.59,67.77,64,2,5.06
513,Loja,EC,2020-10-22 02:05:47,-3.99,-79.2,56.73,93,99,4.27
514,Xuddur,SO,2020-10-22 02:05:47,4.12,43.89,72.63,86,26,12.15
515,Lisakovsk,KZ,2020-10-22 02:05:47,52.54,62.49,34.68,83,93,11.23
516,Jiwani,PK,2020-10-22 02:05:48,25.05,61.74,77.47,22,0,14.38
517,Sistranda,NO,2020-10-22 02:05:48,63.73,8.83,32.0,66,20,3.36
518,Shetpe,KZ,2020-10-22 02:05:48,44.17,52.12,43.09,63,100,4.14
519,Verkhniy Mamon,RU,2020-10-22 02:05:48,50.16,40.38,44.37,64,100,6.31
520,Taoudenni,ML,2020-10-22 01:59:00,22.68,-3.98,79.54,17,42,6.6
521,Xambioa,BR,2020-10-22 02:05:49,-6.41,-48.54,82.65,54,37,2.95
522,Dungarpur,IN,2020-10-22 02:05:49,23.83,73.72,78.8,54,41,4.59
523,Dovolnoye,RU,2020-10-22 02:05:49,54.5,79.67,43.14,61,100,14.74
524,Rawson,AR,2020-10-22 01:59:26,-43.3,-65.1,56.95,38,31,20.4
525,Krutikha,RU,2020-10-22 02:05:50,53.96,81.21,46.47,53,100,14.97
526,Oksfjord,NO,2020-10-22 02:05:50,70.24,22.35,24.8,79,22,14.99
527,San Rafael,AR,2020-10-22 01:59:06,-34.62,-68.33,54.66,69,8,5.84
528,Ileza,RU,2020-10-22 01:59:46,61.05,43.9,25.92,99,81,5.39
529,Paamiut,GL,2020-10-22 01:58:56,61.99,-49.67,32.77,85,0,23.49
530,Darnah,LY,2020-10-22 02:05:51,32.77,22.64,68.72,65,5,12.86
531,Bela,IN,2020-10-22 02:05:51,25.93,81.98,75.56,70,0,3.47
